1:  17/63x48÷17=
7464:  (34/65÷80)÷97=
7465:  84÷(18+42)=
7466:  (40÷77)/83+54=
7467:  77+78+25=
7468:  56-12/97+59=
7469:  42÷37÷12=
7470:  61/85+(42÷7)=
7471:  84x69/78+20=
7472:  9+(50+75)=
7473:  75-(74/74÷36)/79=
7474:  (92+16)x20=
7475:  86-82+70=
7476:  (13÷99)+86=
7477:  54+(83-50)=
7478:  (47-18)+73=
7479:  73-(23x9)/57=
7480:  97÷(6x60)=
7481:  41÷(14+57)=
7482:  76x(86x55)=
7483:  (79-76)+84=
7484:  96-50÷37/57=
7485:  (7÷7)/37÷16=
7486:  74-(64-53)=
7487:  30/78+(70/32x92)=
7488:  (79x74)-69/70=
7489:  (36+51)-61=
7490:  22x24-29=
7491:  (92÷14)/23x13=
7492:  33x(87x82)=
7493:  (83/71+88)+51=
7494:  24+(94÷10)=
7495:  12÷(52÷44)/57=
7496:  (90x66)+96/91=
7497:  69x3÷57=
7498:  25/81x94/17÷42=
7499:  10/30x(98÷28)/85=
7500:  94+(100x98)=
7501:  49-(95÷42)=
7502:  89-54/92-77=
7503:  98-72÷17=
7504:  76÷29÷26=
7505:  66/94+26+71=
7506:  37+95+99/76=
7507:  17/23x98/19÷17=
7508:  52÷64x37=
7509:  (39x78)+53=
7510:  81÷(26x72)/18=
7511:  48÷53x51=
7512:  52-(20/7+75)/57=
7513:  14x29/81÷46=
7514:  42+(30/80x77)=
7515:  49x(66+26)=
7516:  (48-10)÷75=
7517:  11+29-12/63=
7518:  52/21-(42÷42)=
7519:  76÷6÷84/90=
7520:  (54/78÷17)x1=
7521:  49/17÷74+8/75=
7522:  61-23/34+57=
7523:  70÷85x72=
7524:  79x52x9=
7525:  (6x74)-5/95=
7526:  4x(96x59)=
7527:  93x(39x32)=
7528:  78÷46x82=
7529:  80x(79+65)/42=
7530:  (23+8)x68/86=
7531:  87/67÷55÷15=
7532:  49x87x17=
7533:  (35÷71)x10=
7534:  (44-37)x4=
7535:  77x36÷37=
7536:  59x(48+22)=
7537:  97x61/32÷28=
7538:  53x(80/57+91)=
7539:  22÷(31+62)=
7540:  56+95x20=
7541:  (29-22)÷91=
7542:  59÷(80/62+68)=
7543:  7/14x(27x95)=
7544:  (29÷26)/54+69=
7545:  37x(12/90x18)=
7546:  49÷30/99-39/55=
7547:  34÷35x10=
7548:  93÷36÷22/90=
7549:  81÷(42+94)/28=
7550:  75x19x7=
7551:  85x(23+47)=
7552:  (3÷53)/95÷5=
7553:  66+(63÷52)=
7554:  (37÷62)x33=
7555:  (32+35)x82=
7556:  (41/82+43)÷36=
7557:  36x(26/18x57)=
7558:  12x67+64=
7559:  86/47x52+93=
7560:  (13/59÷23)+25=
7561:  (26÷59)x5=
7562:  (64/16x20)x55/32=
7563:  47-(94-86)=
7564:  83÷(88+28)=
7565:  77/93+(63+14)/68=
7566:  50-(11÷46)/63=
7567:  (99/96+53)÷21=
7568:  32÷(60÷9)=
7569:  80÷(67+6)=
7570:  93x58x4=
7571:  26+19/31÷84=
7572:  50/13÷(50÷22)/48=
7573:  15÷64÷1=
7574:  (95-51)÷77=
7575:  66+(49-14)=
7576:  10+58-50=
7577:  (45+77)+86=
7578:  88÷38+8/48=
7579:  15÷41÷98=
7580:  62x(33+90)/54=
7581:  12x95÷1=
7582:  71+71+42=
7583:  67-(42÷70)=
7584:  61/12÷(87+60)/5=
7585:  52+82x74=
7586:  47x48-17/69=
7587:  42x(47÷31)=
7588:  36x76/13-64=
7589:  70x(31-28)=
7590:  53÷(97+60)/20=
7591:  8-89÷93/3=
7592:  93/83x13x26=
7593:  (72x84)/67x66=
7594:  (65+98)/30x100/50=
7595:  (100+1)÷62=
7596:  44/92x(85÷69)=
7597:  96-8/59+60=
7598:  36x98/21+77=
7599:  (86x76)/47-60=
7600:  87-80-84/49=
7601:  (23+1)-30/95=
7602:  76÷4x82=
7603:  (58/78÷24)÷6=
7604:  (3x67)x15/8=
7605:  4+30x53/17=
7606:  33x82/31÷85=
7607:  57x83/65+4=
7608:  22x(86x21)=
7609:  40x(76+86)=
7610:  (77x87)-92/52=
7611:  8+(91x5)=
7612:  77x4-48=
7613:  (96÷39)+60=
7614:  (48+29)/56÷67/57=
7615:  38+26÷73=
7616:  29-(58/67÷65)=
7617:  (5x26)/74x88=
7618:  17x32+38=
7619:  10÷(28÷75)=
7620:  (75÷85)+43=
7621:  86+91-74=
7622:  65x87/36x46=
7623:  35x74÷63=
7624:  (28+21)+10=
7625:  35÷95÷31/61=
7626:  24x(37/35+12)=
7627:  1x(34/79+24)/5=
7628:  8+(33/40÷29)=
7629:  24-(37/35÷6)=
7630:  88-86÷56=
7631:  17x40/82x5=
7632:  20x33÷10=
7633:  (7x39)+87=
7634:  53/61÷76+83=
7635:  (41+91)-31=
7636:  23+(88-67)=
7637:  59-12÷1=
7638:  45x19/38+65=
7639:  92/70x25+31=
7640:  56x98/59÷34=
7641:  52x54+17=
7642:  60+52÷83=
7643:  (36+33)-30/21=
7644:  (83+21)-91=
7645:  (96÷26)/6x98=
7646:  54/27+(20x14)=
7647:  (74x10)+16=
7648:  38/75+14/12x65=
7649:  37/6x(9÷22)=
7650:  86÷29/44÷64=
7651:  71+56÷66/42=
7652:  88+89x69=
7653:  (43x10)/33÷39=
7654:  23-(100÷77)/81=
7655:  60+(58-47)=
7656:  (88x93)-84=
7657:  25+(53+54)/47=
7658:  (9÷55)+83/86=
7659:  (85x54)+14=
7660:  (7x9)x80=
7661:  69+62÷12=
7662:  21x(69+89)/64=
7663:  68+59÷28=
7664:  (62/17+61)÷85=
7665:  60÷12x61/23=
7666:  56x(59x38)/6=
7667:  26÷(90-72)=
7668:  (84-28)÷93=
7669:  84+(94-50)=
7670:  (100+9)x48=
7671:  86÷(57x27)=
7672:  (97+98)÷15=
7673:  (79-13)-43=
7674:  18/91x(33x60)=
7675:  77÷83/1÷25=
7676:  (86/80÷33)x18=
7677:  (1x89)x41=
7678:  74+(74x26)=
7679:  88-59÷32=
7680:  45-(49÷66)/59=
7681:  91-(89÷98)=
7682:  47÷(83x26)=
7683:  26÷18/62x5=
7684:  (96+69)+87/17=
7685:  21/59x66x41=
7686:  12x77/35x6=
7687:  97÷(53-18)=
7688:  91-(58/52x84)/78=
7689:  (44÷90)/54x36=
7690:  69+(30÷91)=
7691:  58/85+(55+37)=
7692:  (99x88)/36-73/89=
7693:  16/92x(78+18)/25=
7694:  23x10x50=
7695:  47/53+(38-13)=
7696:  (28x86)x79/93=
7697:  69x(84-48)=
7698:  22/47÷(25/51+50)/74=
7699:  97/52x(50÷34)=
7700:  (68-51)÷24=
7701:  28÷53+55=
7702:  9-(85÷38)=
7703:  (96÷39)x64=
7704:  (49+95)÷2=
7705:  65/19x11÷69=
7706:  58+17+65=
7707:  7x(34x13)=
7708:  66-58÷30=
7709:  5+62+64=
7710:  43-46÷10=
7711:  73x(100-18)=
7712:  50x(52-30)=
7713:  97-(75/89÷64)=
7714:  26x(38+81)=
7715:  43/38x(54x55)=
7716:  20x(100x29)=
7717:  (56x68)x61=
7718:  55+(58/54x29)=
7719:  97÷5+100=
7720:  58-48÷56=
7721:  10x38x10/86=
7722:  (83÷65)+95=
7723:  32/73+(72+86)=
7724:  76x67÷53=
7725:  17+(71÷33)/72=
7726:  91/76÷98/20+21=
7727:  14+(44+86)=
7728:  (27x50)+53=
7729:  45+70x31/69=
7730:  44÷37/97-31=
7731:  (51+91)-29=
7732:  7-(23/97÷64)=
7733:  83÷(60-7)=
7734:  (6x23)+50=
7735:  (37÷21)x91/74=
7736:  9/9+(14÷76)=
7737:  (62/83x44)x49=
7738:  (16x51)+9=
7739:  (98-85)x78=
7740:  97÷9x84/20=
7741:  84/1+(81+76)=
7742:  (27+43)/52+57=
7743:  (26x36)/42÷1=
7744:  (48/14+63)+2=
7745:  (52+93)/56÷3=
7746:  19÷1x18=
7747:  66+(31-23)=
7748:  84+100/41÷2=
7749:  65x19/12x90/16=
7750:  72÷30-89/86=
7751:  91/92÷19x53/37=
7752:  54÷37/8x41=
7753:  56/81x62÷49=
7754:  49-51÷37=
7755:  (5÷64)+36=
7756:  (1÷15)+17/22=
7757:  (67+47)/91+6/79=
7758:  41x(25x60)=
7759:  (81+41)x63=
7760:  22x(7÷87)=
7761:  (64÷22)x24=
7762:  (57÷64)x52=
7763:  (68x82)÷84/59=
7764:  5÷42÷29=
7765:  80/32x47/52+9=
7766:  9÷15/3x50=
7767:  94x(7+73)/52=
7768:  46-30+99=
7769:  21-(89÷98)/75=
7770:  (99/70÷60)x13/66=
7771:  (37÷42)÷51=
7772:  (34/15x77)÷60=
7773:  1x(57÷11)=
7774:  (48x47)-95=
7775:  (83+53)/98x71=
7776:  (59/86+95)÷52=
7777:  54+(31÷79)=
7778:  99+21/64-84=
7779:  25/32x13x66/4=
7780:  76/71÷(64-43)=
7781:  27+(19÷40)/26=
7782:  75÷95÷65/60=
7783:  53+91x43=
7784:  29x(71x48)=
7785:  (53x58)+72=
7786:  56/94+66+41=
7787:  (97x30)÷73=
7788:  46/88x(8x63)=
7789:  49÷(31x7)=
7790:  31/83x(11÷11)=
7791:  84+32÷95=
7792:  (71+29)÷97=
7793:  25x(33-13)=
7794:  67÷94/25-9=
7795:  44+15-61/61=
7796:  74÷63÷85=
7797:  8x(20÷47)=
7798:  55/82x8/29+61=
7799:  81x66x57=
7800:  (29÷27)+71=
7801:  37x(87÷81)/13=
7802:  (23-2)+17/70=
7803:  7+(84÷18)=
7804:  90+18÷42=
7805:  84/32x(27+13)=
7806:  (41/34÷72)x67=
7807:  20÷18÷54=
7808:  17÷57x71=
7809:  44x(53x78)=
7810:  35÷33/17x35=
7811:  (86+4)/99+100/97=
7812:  62÷95+12=
7813:  (36/93+98)-5=
7814:  61÷(56-31)/36=
7815:  47/19x23+70=
7816:  90÷(26+67)=
7817:  89x58x80=
7818:  69x(69x90)=
7819:  95+(54x77)=
7820:  73x(75+11)=
7821:  67÷50+65/41=
7822:  (13x30)-14=
7823:  77+37/68÷6=
7824:  73/13x(30-12)/16=
7825:  56+(19/71+42)=
7826:  42x(78-58)=
7827:  14÷70/91x84/63=
7828:  48/73x56÷9=
7829:  98÷(64+92)/83=
7830:  77+(84-13)=
7831:  (64/95x100)x98=
7832:  19÷88/65+76=
7833:  17÷(42/29÷90)/54=
7834:  35÷10+61=
7835:  87/26÷43÷92=
7836:  75x(89+58)=
7837:  50/69+44/61x44=
7838:  (34÷25)+7=
7839:  17÷17÷53=
7840:  75+(28/56x52)/70=
7841:  27x(65÷63)=
7842:  54x(14+70)=
7843:  92x51/71-18=
7844:  75+(77+81)/81=
7845:  (38+59)+93=
7846:  (78+44)÷53=
7847:  23+44+29=
7848:  24x(48-18)=
7849:  56/56÷40+28=
7850:  52x1-62/66=
7851:  (50-12)-23=
7852:  52x3+92=
7853:  59÷(35-2)=
7854:  (9/36+36)x88=
7855:  92+74÷3=
7856:  43+(45+70)=
7857:  (95÷20)/11x86=
7858:  38x(32÷44)=
7859:  (71x77)-58/79=
7860:  60÷27/50÷7=
7861:  60÷39/11+42=
7862:  45-44/86-42=
7863:  40/14x(80+30)=
7864:  79/27x(47/16+6)/97=
7865:  (43+60)+51/78=
7866:  (88/51÷56)÷61=
7867:  (88-68)/21+93=
7868:  98÷30/36+75=
7869:  (66/90÷46)+3=
7870:  (85÷96)÷61=
7871:  23÷(8÷47)=
7872:  (2÷41)/53x49=
7873:  56+31-82=
7874:  19/69÷(82+61)=
7875:  96x(50÷81)=
7876:  92÷42x4=
7877:  9x(49x20)=
7878:  24-20+13/84=
7879:  64x(67x76)=
7880:  (99/61÷69)+34=
7881:  91x58x67=
7882:  86/32+(3/50+58)=
7883:  (85-53)÷12=
7884:  (56÷12)/14x27/98=
7885:  (41x51)-43=
7886:  (23/27÷25)+18=
7887:  94x(31x37)=
7888:  (70÷44)/94x38/97=
7889:  (70÷7)x4/6=
7890:  38÷(68/60x1)=
7891:  (91x54)÷35=
7892:  (57/26÷86)÷77/9=
7893:  24/84÷(73+84)=
7894:  (52x73)÷17/4=
7895:  (90-78)/45x83=
7896:  11/74+(62+45)=
7897:  (78-32)÷41=
7898:  92/77÷(92÷7)=
7899:  41x(78/73+56)/37=
7900:  89x58/34x74=
7901:  (36+60)÷92=
7902:  77x(95/76x89)=
7903:  (55÷52)x39=
7904:  31x98-41=
7905:  28/67+(25/8÷92)=
7906:  7+(57-15)/4=
7907:  29+88/24x53=
7908:  92x(16÷96)=
7909:  (70-26)+14/79=
7910:  70-(72/99+33)=
7911:  44÷(86+6)=
7912:  (45÷3)+71=
7913:  45÷(45+85)=
7914:  16+52+5=
7915:  (37+7)÷59=
7916:  89+(77x6)=
7917:  (66-2)+27=
7918:  8/46+(63x14)=
7919:  73/77÷(40÷75)=
7920:  10x(7÷69)=
7921:  20÷(100/88x87)=
7922:  26÷(6+75)=
7923:  15÷(44/8÷43)=
7924:  23+67+74/68=
7925:  (71÷42)/17+27=
7926:  (40x1)x66=
7927:  35÷66+22/37=
7928:  (89x53)-39=
7929:  (62÷82)+12=
7930:  87÷(2÷75)=
7931:  40÷(75/57x85)=
7932:  (30x67)+25=
7933:  48+(96÷45)=
7934:  (26/10÷38)÷41/49=
7935:  76-(32÷71)=
7936:  (87÷98)/9x98=
7937:  16x34x54=
7938:  41/40÷(48÷97)=
7939:  (83/50+37)÷73/4=
7940:  84/45-(34÷62)=
7941:  36x(31÷58)=
7942:  (24+96)-59=
7943:  20x57+33=
7944:  10+55x12/87=
7945:  57÷30+41=
7946:  7+(90÷60)=
7947:  (28x87)-74=
7948:  (90+82)÷61=
7949:  (73x71)/73+6=
7950:  63/45÷(68x31)=
7951:  100/43-9÷22=
7952:  (97+41)-7=
7953:  (96/77+87)-34=
7954:  24+52+56=
7955:  32÷(20x70)=
7956:  81+(27+71)=
7957:  94+93x32=
7958:  (78+12)+90=
7959:  (3x100)/50+87=
7960:  72/92x76+79=
7961:  (47+42)÷55=
7962:  (99-13)+85=
7963:  59x6/1-26/50=
7964:  (5x30)-49=
7965:  26÷(89x93)/75=
7966:  71÷(32÷55)=
7967:  (51-7)+73=
7968:  12/78÷47÷96=
7969:  73+(80/25+64)=
7970:  (53-45)-43/86=
7971:  (86+44)÷57=
7972:  69+(54÷76)=
7973:  91/40÷(66-25)/46=
7974:  57+83x81=
7975:  53+(20-6)=
7976:  (17÷60)x68=
7977:  (73÷5)+44=
7978:  18÷55÷9/38=
7979:  96÷(58÷78)/46=
7980:  (89/72÷49)/68÷81=
7981:  24/93x83x5=
7982:  96/45-(34÷38)/69=
7983:  (62x97)-18=
7984:  100x(74+85)/24=
7985:  29+(4x69)=
7986:  (89-82)-1/72=
7987:  27+(54/22+3)=
7988:  (27+74)/22÷34=
7989:  37÷6-5=
7990:  56+61+85/23=
7991:  8/57÷(77-50)=
7992:  (87÷13)x61=
7993:  5/28÷96/13x60/60=
7994:  97÷60+31=
7995:  74x75-57=
7996:  (17+31)/9x43=
7997:  93-32+29=
7998:  (35x94)/40÷16=
7999:  2+25+86=
8000:  78/72x(81-26)=
8001:  65/95÷(57+85)=
8002:  31+(52÷27)=
8003:  97+(17x96)=
8004:  6-5÷64=
8005:  97+91÷64=
8006:  51÷(65÷54)=
8007:  79-79/71÷87=
8008:  (28+6)x9=
8009:  99+24/9-1=
8010:  (7÷55)÷37=
8011:  88-48+84/23=
8012:  (5÷5)+57=
8013:  58-9/55-59/39=
8014:  (74+55)/82+13/49=
8015:  (25+57)x72/65=
8016:  6+(21/27x77)/79=
8017:  91-(64+2)=
8018:  23+38x63=
8019:  53÷21+33=
8020:  75/3-(9+11)=
8021:  (29+57)/30x64=
8022:  94x84-71=
8023:  86÷19/15-33=
8024:  (29+96)÷13/44=
8025:  3+(99+58)/96=
8026:  (88÷57)÷83=
8027:  (54÷68)+57/40=
8028:  (81+15)-44=
8029:  56-(30÷25)=
8030:  43x15x64/45=
8031:  100-1-29=
8032:  (22+11)÷80=
8033:  77÷78x66=
8034:  1-25/29+85=
8035:  90x46-37/21=
8036:  50x23x28=
8037:  50+48/4x85=
8038:  93+54+59=
8039:  (14/63÷30)÷77/13=
8040:  (100+62)+64=
8041:  86x91÷68=
8042:  (8+50)x68=
8043:  3/19÷(89÷74)=
8044:  22-(25÷56)=
8045:  (80+16)÷1=
8046:  51÷(91/63÷84)=
8047:  7x(25+94)/33=
8048:  47x(87x46)=
8049:  26÷(68x97)=
8050:  36-2÷39=
8051:  7÷78/23÷43/93=
8052:  50/74x46+93=
8053:  81-(39÷59)=
8054:  (58/12÷23)x55=
8055:  (48÷55)÷13/40=
8056:  53+39÷49=
8057:  21+44+62=
8058:  91/59+82÷20=
8059:  16+45÷92=
8060:  78÷44+26=
8061:  60x5÷60=
8062:  10÷(4+27)=
8063:  29x(80x47)=
8064:  67÷(42/61÷18)/26=
8065:  28+(70/50x95)=
8066:  75x11-35=
8067:  (52+77)x43/92=
8068:  83x30-30=
8069:  17÷(86÷67)=
8070:  71+(10÷71)=
8071:  12÷(99+30)=
8072:  9x8-69=
8073:  74-15+38=
8074:  (71x1)÷90=
8075:  76÷(19x21)=
8076:  53/33+41x94/94=
8077:  (13/24x29)x69=
8078:  (95x7)/82÷8=
8079:  44÷29÷31=
8080:  100-33-11=
8081:  (16/96x14)x42=
8082:  23+(99x21)=
8083:  (85x2)÷83=
8084:  43/39x82+58=
8085:  (95x30)x44=
8086:  99+89÷13=
8087:  2/67÷(49+89)=
8088:  56x(65x17)=
8089:  (55-15)-74/85=
8090:  11x97-26=
8091:  33x68/13-77=
8092:  5/77x(81-24)=
8093:  44+(62x62)=
8094:  (50+30)/51x15=
8095:  11÷(83÷77)=
8096:  34/86x6+84/75=
8097:  75+23-23=
8098:  69+30/19x65=
8099:  (94x98)÷44/89=
8100:  4+90+50=
8101:  (91/28÷13)+97=
8102:  71+54+76=
8103:  4/14+4+98=
8104:  97÷41+58=
8105:  (68+56)/100+44=
8106:  59x13÷1=
8107:  88-50+83=
8108:  15x82+34=
8109:  57-20+18=
8110:  22x25-54=
8111:  (83x6)-6=
8112:  24-21/72÷82=
8113:  44x43-97=
8114:  7+(30÷52)=
8115:  (85-26)x76/53=
8116:  31+1x94/1=
8117:  65-59+46=
8118:  22x66+35/17=
8119:  12+(39-8)=
8120:  56+86÷11=
8121:  (7/91+77)÷79/32=
8122:  11x(70÷90)=
8123:  (17/1x64)÷71=
8124:  15+77-32=
8125:  (43x35)÷19=
8126:  68+(7x44)=
8127:  92+47÷17=
8128:  87x(43-37)=
8129:  99-32-81/70=
8130:  81x62-37=
8131:  78÷24+52=
8132:  (77÷14)+88=
8133:  37+(76÷55)/77=
8134:  32-53/13÷96=
8135:  62+75-15=
8136:  (5+21)x6=
8137:  23+(66x75)=
8138:  (79÷22)x33=
8139:  (79÷56)x31=
8140:  (97÷49)÷18=
8141:  28/97+(29x1)=
8142:  14/53+76/67+89=
8143:  44÷77x30=
8144:  (82÷81)/98x96=
8145:  88+(79+47)=
8146:  91÷(94x48)=
8147:  73x40+69=
8148:  82÷(14/98+37)=
8149:  (42+52)x78=
8150:  (69x76)+40/87=
8151:  95+(22÷56)=
8152:  (87-72)+72=
8153:  66+(70+29)=
8154:  (46/17+4)÷74=
8155:  82-86/98÷34=
8156:  62x62x68=
8157:  74-37÷3=
8158:  (96x79)x16/25=
8159:  (83+71)+24/25=
8160:  46x17x67=
8161:  (66÷55)+86=
8162:  51+98-69=
8163:  (35÷99)/60x57=
8164:  63+86/50÷7=
8165:  19x(74x73)=
8166:  5+(88/4÷14)=
8167:  57+83÷31=
8168:  13÷53/90÷80=
8169:  91+84-97=
8170:  (38÷4)+89=
8171:  3÷(12÷90)/52=
8172:  (37+20)x31=
8173:  17+(37+58)=
8174:  (73+77)÷40=
8175:  89÷(92/69x13)=
8176:  11+61x1=
8177:  (21x38)x56=
8178:  30-(35-7)=
8179:  57÷13÷50=
8180:  40x65÷79=
8181:  32/76+78+45=
8182:  2÷22÷38=
8183:  59x11x29=
8184:  (89/76+64)+27=
8185:  33÷(60+44)=
8186:  (62+97)+77/4=
8187:  9+70-5/91=
8188:  75/21÷1÷20=
8189:  (11÷63)x18=
8190:  69/83+45+25=
8191:  (69+94)+75=
8192:  24+48+7=
8193:  7/31x92/47x92=
8194:  15x70x34=
8195:  (51x50)x58=
8196:  97/50÷(45+61)=
8197:  84x(12÷69)/7=
8198:  87/43+95/82+4=
8199:  (99+24)/65÷27=
8200:  (77+93)x32=
8201:  100-(13+74)=
8202:  19/4÷(53/44x74)=
8203:  40+(97+25)=
8204:  (21÷17)-15/34=
8205:  99+26x85/21=
8206:  (25+65)x49=
8207:  18÷90+79=
8208:  37/75÷(71÷48)=
8209:  59/99+66+28=
8210:  23+76÷77=
8211:  56-21+18=
8212:  (41x19)-26=
8213:  (5+70)x73=
8214:  11÷(65÷92)/79=
8215:  (60x39)/69-96/33=
8216:  (18/29x22)/55x73=
8217:  61x(53/1÷44)=
8218:  46÷(90+88)=
8219:  90÷(68-63)=
8220:  59/14+1/96x39=
8221:  41-52÷92=
8222:  61+(96÷88)=
8223:  20x(7÷22)/19=
8224:  (37/70x13)+91=
8225:  42÷64/55+17/83=
8226:  (59-12)-19=
8227:  (2x46)-53=
8228:  61x64x64=
8229:  (86÷29)+92=
8230:  89÷(23-22)/28=
8231:  (93÷29)÷52=
8232:  31x52-10=
8233:  47+(100x39)=
8234:  27/19÷(87-68)=
8235:  (11+3)+97=
8236:  92-31+91=
8237:  26x79x41=
8238:  45+(87x98)=
8239:  98/60÷(7x43)=
8240:  (32÷26)÷35=
8241:  51/59÷(45÷30)=
8242:  80/39x49÷69=
8243:  (21x16)+78=
8244:  (4+4)+59=
8245:  47÷(90/68x53)=
8246:  13/72+64÷25=
8247:  50/53+(95÷74)=
8248:  (60÷39)x15=
8249:  37÷(61÷44)=
8250:  (98÷5)/11x92/58=
8251:  41+(77x31)=
8252:  6+(87/37x87)=
8253:  99+27/82x59=
8254:  (69+5)+14=
8255:  (29÷83)x96=
8256:  51x25x50=
8257:  13+6-8=
8258:  71÷(83-25)=
8259:  58x89/76-1=
8260:  (87/74+21)/63x42=
8261:  48÷72x77=
8262:  (25/13x31)-4=
8263:  67/10÷1x9/53=
8264:  70/98x(14/100x80)=
8265:  (3+14)/86÷74=
8266:  99+62+89/99=
8267:  89+28/39+30=
8268:  57x(60x53)=
8269:  99÷12÷23=
8270:  99/84x32/33x12=
8271:  88x65+22=
8272:  (61/87÷16)x90=
8273:  37+(10+15)/67=
8274:  16÷30+98=
8275:  (45÷94)+40=
8276:  61x21/91x1=
8277:  62-(82/37x45)/91=
8278:  57x(9+23)=
8279:  63x11/14-87/29=
8280:  67÷8+16=
8281:  30x5x83/93=
8282:  (57-26)x20=
8283:  28-44÷39=
8284:  67-60+33=
8285:  78÷(58x87)=
8286:  90+(38+47)/13=
8287:  45/7+(5x65)=
8288:  30+12+97/12=
8289:  5-(25÷32)=
8290:  (3/95÷97)÷7=
8291:  (9÷14)÷77=
8292:  69+53x50=
8293:  61÷(66÷95)/17=
8294:  (36x6)+71=
8295:  41+52x11=
8296:  75÷39+21=
8297:  (100/35+30)x83/1=
8298:  28x72-12=
8299:  40÷63÷3=
8300:  44/10x(19÷39)=
8301:  (79+99)/93+56=
8302:  12x77÷96=
8303:  22+92+74=
8304:  51-57x9/42=
8305:  22-23/75-6/90=
8306:  100-27x75/55=
8307:  63-(59÷85)=
8308:  86x(80+96)=
8309:  20-(17/30x77)/85=
8310:  77÷48+99=
8311:  (48/37+24)x96=
8312:  15÷(50÷58)=
8313:  12÷29÷68=
8314:  77-46-13/80=
8315:  (98-56)x53=
8316:  43/57÷51+42=
8317:  95/17x15x100=
8318:  82x(39+1)=
8319:  78x45-97=
8320:  (57x56)x87=
8321:  17+58÷16=
8322:  (87+2)-85=
8323:  (50/23+69)÷31=
8324:  21+34/55+22/7=
8325:  70x(95/57÷10)=
8326:  20/41+(53+23)=
8327:  86+(58÷17)/67=
8328:  80+83/59-14=
8329:  56÷(50/65÷6)=
8330:  30x67/66-16=
8331:  6+41÷61=
8332:  76x55/56-11/87=
8333:  2÷(54+8)=
8334:  91x11÷61/78=
8335:  60+70+83=
8336:  4÷(54/99+42)/29=
8337:  (45x3)+12=
8338:  87-(30+13)=
8339:  23x69÷36/13=
8340:  (44-24)x96/88=
8341:  (92/84÷11)÷19/64=
8342:  73÷41+58/11=
8343:  40/51x39÷5=
8344:  10÷17÷96=
8345:  78x(3/21÷38)=
8346:  70x52/27x23=
8347:  (74/32÷75)+98=
8348:  79÷(19+80)=
8349:  (31/49÷18)/100x85=
8350:  50/5÷(52x68)=
8351:  (72÷91)/63÷63=
8352:  97+(32÷30)=
8353:  5+57/6x5/7=
8354:  61x98÷21/94=
8355:  94/61+(54x19)=
8356:  75+37÷43=
8357:  61÷12+82=
8358:  80÷23x65=
8359:  49+80x30/99=
8360:  28+52-74=
8361:  94/94x(23/99x82)/3=
8362:  27/91+(6+51)=
8363:  86/40+(26x65)=
8364:  53+(3x92)=
8365:  48÷(47x94)=
8366:  15x17-96=
8367:  54+(39+78)=
8368:  29x(86-60)=
8369:  61/12x(56+52)=
8370:  47+(58/18x100)=
8371:  87÷95÷88=
8372:  (13+94)/78x1/16=
8373:  (45/21+96)÷83=
8374:  34x67÷80=
8375:  21+37x63=
8376:  28+(50+31)=
8377:  (63+60)÷53/18=
8378:  (27÷80)+47=
8379:  (68+66)/98+67=
8380:  (57x52)÷31/98=
8381:  (58x72)/74x57=
8382:  (65+8)/69+15=
8383:  20÷(78÷17)/53=
8384:  97+47/49x86=
8385:  (36x48)x42/62=
8386:  (90x80)-86=
8387:  93-(54-29)=
8388:  66x83+60/39=
8389:  (93x48)÷50=
8390:  (43/60x100)÷78=
8391:  42x(82÷99)=
8392:  85x23x9=
8393:  10+(63+32)=
8394:  96÷10÷94=
8395:  17÷79+12/31=
8396:  53-65÷40=
8397:  44x(92-20)=
8398:  (32x92)÷43/63=
8399:  4+(10/49x76)=
8400:  53÷94x18/99=
8401:  74÷(80+30)=
8402:  59÷45+7/3=
8403:  (85-65)÷32=
8404:  7+(85/21÷8)/14=
8405:  (49÷34)-29/94=
8406:  36-16/63÷57=
8407:  32x65+64=
8408:  (52+26)÷55=
8409:  54/26÷(74+68)=
8410:  (10/69+97)x70/58=
8411:  99+(1÷62)=
8412:  (31x91)x22/46=
8413:  39x50/62-24=
8414:  23x(58÷51)=
8415:  (9÷6)x62/44=
8416:  (24x76)-25/58=
8417:  77x6÷8=
8418:  59x33x97=
8419:  82÷(91x46)=
8420:  (40÷99)x6=
8421:  (83x10)+23=
8422:  (7+86)+81/36=
8423:  (11+18)x25=
8424:  51÷82x49/66=
8425:  (18÷10)/51x57=
8426:  9÷57x96=
8427:  21/46+95-10=
8428:  74+36/67+5/84=
8429:  53/32x83x16=
8430:  (47x99)-48=
8431:  13+24x64=
8432:  65/61+(18x7)/6=
8433:  34/6÷(82x73)=
8434:  66÷75x32=
8435:  45+31-60=
8436:  57/80x17/93÷50=
8437:  83÷98/37x18=
8438:  8x(32x37)=
8439:  (33÷92)/100÷24=
8440:  24+26÷6=
8441:  (62-25)/51+7=
8442:  (2÷61)x16=
8443:  (16/40+84)+54=
8444:  15-(98+17)/43=
8445:  86+(93÷94)=
8446:  (89x58)/36-7=
8447:  78x(51/16x72)=
8448:  70+38+29=
8449:  75÷16x30=
8450:  94x67-43=
8451:  (94÷10)+94=
8452:  46x(45+46)=
8453:  (99-53)x23=
8454:  2÷(93÷74)=
8455:  78x9-82=
8456:  94÷88x63=
8457:  87+98÷37=
8458:  (12+29)/77x47=
8459:  90÷(83+19)/32=
8460:  14+(73/9+16)=
8461:  (43-39)+82=
8462:  33÷(41+62)=
