1:  17/63x48÷17=16/21
7866:  (88/51÷56)÷61=11/21777
7867:  (88-68)/21+93=93’20/21
7868:  98÷30/36+75=192’3/5
7869:  (66/90÷46)+3=3’11/690
7870:  (85÷96)÷61=85/5856
7871:  23÷(8÷47)=135’1/8
7872:  (2÷41)/53x49=98/2173
7873:  56+31-82=5
7874:  19/69÷(82+61)=19/9867
7875:  96x(50÷81)=59’7/27
7876:  92÷42x4=8’16/21
7877:  9x(49x20)=8820
7878:  24-20+13/84=4’13/84
7879:  64x(67x76)=325888
7880:  (99/61÷69)+34=34’33/1403
7881:  91x58x67=353626
7882:  86/32+(3/50+58)=60’299/400
7883:  (85-53)÷12=2’2/3
7884:  (56÷12)/14x27/98=9/98
7885:  (41x51)-43=2048
7886:  (23/27÷25)+18=18’23/675
7887:  94x(31x37)=107818
7888:  (70÷44)/94x38/97=665/100298
7889:  (70÷7)x4/6=6’2/3
7890:  38÷(68/60x1)=33’9/17
7891:  (91x54)÷35=140’2/5
7892:  (57/26÷86)÷77/9=513/172172
7893:  24/84÷(73+84)=2/1099
7894:  (52x73)÷17/4=893’3/17
7895:  (90-78)/45x83=22’2/15
7896:  11/74+(62+45)=107’11/74
7897:  (78-32)÷41=1’5/41
7898:  92/77÷(92÷7)=1/11
7899:  41x(78/73+56)/37=63’643/2701
7900:  89x58/34x74=11234’16/17
7901:  (36+60)÷92=1’1/23
7902:  77x(95/76x89)=8566’1/4
7903:  (55÷52)x39=41’1/4
7904:  31x98-41=2997
7905:  28/67+(25/8÷92)=22283/49312
7906:  7+(57-15)/4=17’1/2
7907:  29+88/24x53=223’1/3
7908:  92x(16÷96)=15’1/3
7909:  (70-26)+14/79=44’14/79
7910:  70-(72/99+33)=36’3/11
7911:  44÷(86+6)=11/23
7912:  (45÷3)+71=86
7913:  45÷(45+85)=9/26
7914:  16+52+5=73
7915:  (37+7)÷59=44/59
7916:  89+(77x6)=551
7917:  (66-2)+27=91
7918:  8/46+(63x14)=882’4/23
7919:  73/77÷(40÷75)=1’479/616
7920:  10x(7÷69)=1’1/69
7921:  20÷(100/88x87)=88/435
7922:  26÷(6+75)=26/81
7923:  15÷(44/8÷43)=117’3/11
7924:  23+67+74/68=91’3/34
7925:  (71÷42)/17+27=27’71/714
7926:  (40x1)x66=2640
7927:  35÷66+22/37=1’305/2442
7928:  (89x53)-39=4678
7929:  (62÷82)+12=12’31/41
7930:  87÷(2÷75)=3262’1/2
7931:  40÷(75/57x85)=152/425
7932:  (30x67)+25=2035
7933:  48+(96÷45)=50’2/15
7934:  (26/10÷38)÷41/49=637/7790
7935:  76-(32÷71)=75’39/71
7936:  (87÷98)/9x98=9’2/3
7937:  16x34x54=29376
7938:  41/40÷(48÷97)=2’137/1920
7939:  (83/50+37)÷73/4=2’216/1825
7940:  84/45-(34÷62)=1’148/465
7941:  36x(31÷58)=19’7/29
7942:  (24+96)-59=61
7943:  20x57+33=1173
7944:  10+55x12/87=17’17/29
7945:  57÷30+41=42’9/10
7946:  7+(90÷60)=8’1/2
7947:  (28x87)-74=2362
7948:  (90+82)÷61=2’50/61
7949:  (73x71)/73+6=77
7950:  63/45÷(68x31)=7/10540
7951:  100/43-9÷22=1’867/946
7952:  (97+41)-7=131
7953:  (96/77+87)-34=54’19/77
7954:  24+52+56=132
7955:  32÷(20x70)=4/175
7956:  81+(27+71)=179
7957:  94+93x32=3070
7958:  (78+12)+90=180
7959:  (3x100)/50+87=93
7960:  72/92x76+79=138’11/23
7961:  (47+42)÷55=1’34/55
7962:  (99-13)+85=171
7963:  59x6/1-26/50=353’12/25
7964:  (5x30)-49=101
7965:  26÷(89x93)/75=650/2759
7966:  71÷(32÷55)=122’1/32
7967:  (51-7)+73=117
7968:  12/78÷47÷96=1/29328
7969:  73+(80/25+64)=140’1/5
7970:  (53-45)-43/86=7’1/2
7971:  (86+44)÷57=2’16/57
7972:  69+(54÷76)=69’27/38
7973:  91/40÷(66-25)/46=2’453/820
7974:  57+83x81=6780
7975:  53+(20-6)=67
7976:  (17÷60)x68=19’4/15
7977:  (73÷5)+44=58’3/5
7978:  18÷55÷9/38=1’21/55
7979:  96÷(58÷78)/46=5938’22/29
7980:  (89/72÷49)/68÷81=89/19432224
7981:  24/93x83x5=107’3/31
7982:  96/45-(34÷38)/69=2’263/2185
7983:  (62x97)-18=5996
7984:  100x(74+85)/24=662’1/2
7985:  29+(4x69)=305
7986:  (89-82)-1/72=6’71/72
7987:  27+(54/22+3)=32’5/11
7988:  (27+74)/22÷34=101/748
7989:  37÷6-5=1’1/6
7990:  56+61+85/23=120’16/23
7991:  8/57÷(77-50)=8/1539
7992:  (87÷13)x61=408’3/13
7993:  5/28÷96/13x60/60=65/2688
7994:  97÷60+31=32’37/60
7995:  74x75-57=5493
7996:  (17+31)/9x43=229’1/3
7997:  93-32+29=90
7998:  (35x94)/40÷16=5’9/64
7999:  2+25+86=113
8000:  78/72x(81-26)=59’7/12
8001:  65/95÷(57+85)=13/2698
8002:  31+(52÷27)=32’25/27
8003:  97+(17x96)=1729
8004:  6-5÷64=5’59/64
8005:  97+91÷64=98’27/64
8006:  51÷(65÷54)=42’24/65
8007:  79-79/71÷87=78’6098/6177
8008:  (28+6)x9=306
8009:  99+24/9-1=100’2/3
8010:  (7÷55)÷37=7/2035
8011:  88-48+84/23=43’15/23
8012:  (5÷5)+57=58
8013:  58-9/55-59/39=56’694/2145
8014:  (74+55)/82+13/49=1’3369/4018
8015:  (25+57)x72/65=90’54/65
8016:  6+(21/27x77)/79=6’539/711
8017:  91-(64+2)=25
8018:  23+38x63=2417
8019:  53÷21+33=35’11/21
8020:  75/3-(9+11)=5
8021:  (29+57)/30x64=183’7/15
8022:  94x84-71=7825
8023:  86÷19/15-33=34’17/19
8024:  (29+96)÷13/44=423’1/13
8025:  3+(99+58)/96=4’61/96
8026:  (88÷57)÷83=88/4731
8027:  (54÷68)+57/40=2’149/680
8028:  (81+15)-44=52
8029:  56-(30÷25)=54’4/5
8030:  43x15x64/45=917’1/3
8031:  100-1-29=70
8032:  (22+11)÷80=33/80
8033:  77÷78x66=65’2/13
8034:  1-25/29+85=85’4/29
8035:  90x46-37/21=4138’5/21
8036:  50x23x28=32200
8037:  50+48/4x85=1070
8038:  93+54+59=206
8039:  (14/63÷30)÷77/13=13/10395
8040:  (100+62)+64=226
8041:  86x91÷68=115’3/34
8042:  (8+50)x68=3944
8043:  3/19÷(89÷74)=222/1691
8044:  22-(25÷56)=21’31/56
8045:  (80+16)÷1=96
8046:  51÷(91/63÷84)=2965’11/13
8047:  7x(25+94)/33=25’8/33
8048:  47x(87x46)=188094
8049:  26÷(68x97)=13/3298
8050:  36-2÷39=35’37/39
8051:  7÷78/23÷43/93=4’519/1118
8052:  50/74x46+93=124’3/37
8053:  81-(39÷59)=80’20/59
8054:  (58/12÷23)x55=11’77/138
8055:  (48÷55)÷13/40=2’98/143
8056:  53+39÷49=53’39/49
8057:  21+44+62=127
8058:  91/59+82÷20=5’379/590
8059:  16+45÷92=16’45/92
8060:  78÷44+26=27’17/22
8061:  60x5÷60=5
8062:  10÷(4+27)=10/31
8063:  29x(80x47)=109040
8064:  67÷(42/61÷18)/26=45540’6/7
8065:  28+(70/50x95)=161
8066:  75x11-35=790
8067:  (52+77)x43/92=60’27/92
8068:  83x30-30=2460
8069:  17÷(86÷67)=13’21/86
8070:  71+(10÷71)=71’10/71
8071:  12÷(99+30)=4/43
8072:  9x8-69=3
8073:  74-15+38=97
8074:  (71x1)÷90=71/90
8075:  76÷(19x21)=4/21
8076:  53/33+41x94/94=42’20/33
8077:  (13/24x29)x69=1083’7/8
8078:  (95x7)/82÷8=1’9/656
8079:  44÷29÷31=44/899
8080:  100-33-11=56
8081:  (16/96x14)x42=98
8082:  23+(99x21)=2102
8083:  (85x2)÷83=2’4/83
8084:  43/39x82+58=148’16/39
8085:  (95x30)x44=125400
8086:  99+89÷13=105’11/13
8087:  2/67÷(49+89)=1/4623
8088:  56x(65x17)=61880
8089:  (55-15)-74/85=39’11/85
8090:  11x97-26=1041
8091:  33x68/13-77=95’8/13
8092:  5/77x(81-24)=3’54/77
8093:  44+(62x62)=3888
8094:  (50+30)/51x15=23’9/17
8095:  11÷(83÷77)=10’17/83
8096:  34/86x6+84/75=3’529/1075
8097:  75+23-23=75
8098:  69+30/19x65=171’12/19
8099:  (94x98)÷44/89=18633’4/11
8100:  4+90+50=144
8101:  (91/28÷13)+97=97’1/4
8102:  71+54+76=201
8103:  4/14+4+98=102’2/7
8104:  97÷41+58=60’15/41
8105:  (68+56)/100+44=45’6/25
8106:  59x13÷1=767
8107:  88-50+83=121
8108:  15x82+34=1264
8109:  57-20+18=55
8110:  22x25-54=496
8111:  (83x6)-6=492
8112:  24-21/72÷82=23’1961/1968
8113:  44x43-97=1795
8114:  7+(30÷52)=7’15/26
8115:  (85-26)x76/53=84’32/53
8116:  31+1x94/1=125
8117:  65-59+46=52
8118:  22x66+35/17=1454’1/17
8119:  12+(39-8)=43
8120:  56+86÷11=63’9/11
8121:  (7/91+77)÷79/32=31’227/1027
8122:  11x(70÷90)=8’5/9
8123:  (17/1x64)÷71=15’23/71
8124:  15+77-32=60
8125:  (43x35)÷19=79’4/19
8126:  68+(7x44)=376
8127:  92+47÷17=94’13/17
8128:  87x(43-37)=522
8129:  99-32-81/70=65’59/70
8130:  81x62-37=4985
8131:  78÷24+52=55’1/4
8132:  (77÷14)+88=93’1/2
8133:  37+(76÷55)/77=37’76/4235
8134:  32-53/13÷96=31’1195/1248
8135:  62+75-15=122
8136:  (5+21)x6=156
8137:  23+(66x75)=4973
8138:  (79÷22)x33=118’1/2
8139:  (79÷56)x31=43’41/56
8140:  (97÷49)÷18=97/882
8141:  28/97+(29x1)=29’28/97
8142:  14/53+76/67+89=90’1415/3551
8143:  44÷77x30=17’1/7
8144:  (82÷81)/98x96=1312/1323
8145:  88+(79+47)=214
8146:  91÷(94x48)=91/4512
8147:  73x40+69=2989
8148:  82÷(14/98+37)=2’27/130
8149:  (42+52)x78=7332
8150:  (69x76)+40/87=5244’40/87
8151:  95+(22÷56)=95’11/28
8152:  (87-72)+72=87
8153:  66+(70+29)=165
8154:  (46/17+4)÷74=57/629
8155:  82-86/98÷34=81’1623/1666
8156:  62x62x68=261392
8157:  74-37÷3=61’2/3
8158:  (96x79)x16/25=4853’19/25
8159:  (83+71)+24/25=154’24/25
8160:  46x17x67=52394
8161:  (66÷55)+86=87’1/5
8162:  51+98-69=80
8163:  (35÷99)/60x57=133/396
8164:  63+86/50÷7=63’43/175
8165:  19x(74x73)=102638
8166:  5+(88/4÷14)=6’4/7
8167:  57+83÷31=59’21/31
8168:  13÷53/90÷80=117/424
8169:  91+84-97=78
8170:  (38÷4)+89=98’1/2
8171:  3÷(12÷90)/52=1170
8172:  (37+20)x31=1767
8173:  17+(37+58)=112
8174:  (73+77)÷40=3’3/4
8175:  89÷(92/69x13)=5’7/52
8176:  11+61x1=72
8177:  (21x38)x56=44688
8178:  30-(35-7)=2
8179:  57÷13÷50=57/650
8180:  40x65÷79=32’72/79
8181:  32/76+78+45=123’8/19
8182:  2÷22÷38=1/418
8183:  59x11x29=18821
8184:  (89/76+64)+27=92’13/76
8185:  33÷(60+44)=33/104
8186:  (62+97)+77/4=178’1/4
8187:  9+70-5/91=78’86/91
8188:  75/21÷1÷20=5/28
8189:  (11÷63)x18=3’1/7
8190:  69/83+45+25=70’69/83
8191:  (69+94)+75=238
8192:  24+48+7=79
8193:  7/31x92/47x92=40’968/1457
8194:  15x70x34=35700
8195:  (51x50)x58=147900
8196:  97/50÷(45+61)=97/5300
8197:  84x(12÷69)/7=2’2/23
8198:  87/43+95/82+4=7’641/3526
8199:  (99+24)/65÷27=41/585
8200:  (77+93)x32=5440
8201:  100-(13+74)=13
8202:  19/4÷(53/44x74)=209/3922
8203:  40+(97+25)=162
8204:  (21÷17)-15/34=27/34
8205:  99+26x85/21=204’5/21
8206:  (25+65)x49=4410
8207:  18÷90+79=79’1/5
8208:  37/75÷(71÷48)=592/1775
8209:  59/99+66+28=94’59/99
8210:  23+76÷77=23’76/77
8211:  56-21+18=53
8212:  (41x19)-26=753
8213:  (5+70)x73=5475
8214:  11÷(65÷92)/79=1229’63/65
8215:  (60x39)/69-96/33=31’1/253
8216:  (18/29x22)/55x73=18’18/145
8217:  61x(53/1÷44)=73’21/44
8218:  46÷(90+88)=23/89
8219:  90÷(68-63)=18
8220:  59/14+1/96x39=4’139/224
8221:  41-52÷92=40’10/23
8222:  61+(96÷88)=62’1/11
8223:  20x(7÷22)/19=70/209
8224:  (37/70x13)+91=97’61/70
8225:  42÷64/55+17/83=36’793/2656
8226:  (59-12)-19=28
8227:  (2x46)-53=39
8228:  61x64x64=249856
8229:  (86÷29)+92=94’28/29
8230:  89÷(23-22)/28=2492
8231:  (93÷29)÷52=93/1508
8232:  31x52-10=1602
8233:  47+(100x39)=3947
8234:  27/19÷(87-68)=27/361
8235:  (11+3)+97=111
8236:  92-31+91=152
8237:  26x79x41=84214
8238:  45+(87x98)=8571
8239:  98/60÷(7x43)=7/1290
8240:  (32÷26)÷35=16/455
8241:  51/59÷(45÷30)=34/59
8242:  80/39x49÷69=1’1229/2691
8243:  (21x16)+78=414
8244:  (4+4)+59=67
8245:  47÷(90/68x53)=1598/2385
8246:  13/72+64÷25=2’1333/1800
8247:  50/53+(95÷74)=2’891/3922
8248:  (60÷39)x15=23’1/13
8249:  37÷(61÷44)=26’42/61
8250:  (98÷5)/11x92/58=2’1318/1595
8251:  41+(77x31)=2428
8252:  6+(87/37x87)=210’21/37
8253:  99+27/82x59=118’35/82
8254:  (69+5)+14=88
8255:  (29÷83)x96=33’45/83
8256:  51x25x50=63750
8257:  13+6-8=11
8258:  71÷(83-25)=1’13/58
8259:  58x89/76-1=66’35/38
8260:  (87/74+21)/63x42=14’29/37
8261:  48÷72x77=51’1/3
8262:  (25/13x31)-4=55’8/13
8263:  67/10÷1x9/53=1’73/530
8264:  70/98x(14/100x80)=8
8265:  (3+14)/86÷74=17/6364
8266:  99+62+89/99=161’89/99
8267:  89+28/39+30=119’28/39
8268:  57x(60x53)=181260
8269:  99÷12÷23=33/92
8270:  99/84x32/33x12=13’5/7
8271:  88x65+22=5742
8272:  (61/87÷16)x90=3’219/232
8273:  37+(10+15)/67=37’25/67
8274:  16÷30+98=98’8/15
8275:  (45÷94)+40=40’45/94
8276:  61x21/91x1=14’1/13
8277:  62-(82/37x45)/91=60’3044/3367
8278:  57x(9+23)=1824
8279:  63x11/14-87/29=46’1/2
8280:  67÷8+16=24’3/8
8281:  30x5x83/93=133’27/31
8282:  (57-26)x20=620
8283:  28-44÷39=26’34/39
8284:  67-60+33=40
8285:  78÷(58x87)=13/841
8286:  90+(38+47)/13=96’7/13
8287:  45/7+(5x65)=331’3/7
8288:  30+12+97/12=50’1/12
8289:  5-(25÷32)=4’7/32
8290:  (3/95÷97)÷7=3/64505
8291:  (9÷14)÷77=9/1078
8292:  69+53x50=2719
8293:  61÷(66÷95)/17=1492’43/66
8294:  (36x6)+71=287
8295:  41+52x11=613
8296:  75÷39+21=22’12/13
8297:  (100/35+30)x83/1=2727’1/7
8298:  28x72-12=2004
8299:  40÷63÷3=40/189
8300:  44/10x(19÷39)=2’28/195
8301:  (79+99)/93+56=57’85/93
8302:  12x77÷96=9’5/8
8303:  22+92+74=188
8304:  51-57x9/42=38’11/14
8305:  22-23/75-6/90=21’47/75
8306:  100-27x75/55=63’2/11
8307:  63-(59÷85)=62’26/85
8308:  86x(80+96)=15136
8309:  20-(17/30x77)/85=19’73/150
8310:  77÷48+99=100’29/48
8311:  (48/37+24)x96=2428’20/37
8312:  15÷(50÷58)=17’2/5
8313:  12÷29÷68=3/493
8314:  77-46-13/80=30’67/80
8315:  (98-56)x53=2226
8316:  43/57÷51+42=42’43/2907
8317:  95/17x15x100=8382’6/17
8318:  82x(39+1)=3280
8319:  78x45-97=3413
8320:  (57x56)x87=277704
8321:  17+58÷16=20’5/8
8322:  (87+2)-85=4
8323:  (50/23+69)÷31=2’211/713
8324:  21+34/55+22/7=24’293/385
8325:  70x(95/57÷10)=11’2/3
8326:  20/41+(53+23)=76’20/41
8327:  86+(58÷17)/67=86’58/1139
8328:  80+83/59-14=67’24/59
8329:  56÷(50/65÷6)=436’4/5
8330:  30x67/66-16=14’5/11
8331:  6+41÷61=6’41/61
8332:  76x55/56-11/87=74’629/1218
8333:  2÷(54+8)=1/31
8334:  91x11÷61/78=1279’59/61
8335:  60+70+83=213
8336:  4÷(54/99+42)/29=2’85/117
8337:  (45x3)+12=147
8338:  87-(30+13)=44
8339:  23x69÷36/13=573’1/12
8340:  (44-24)x96/88=21’9/11
8341:  (92/84÷11)÷19/64=1472/4389
8342:  73÷41+58/11=7’24/451
8343:  40/51x39÷5=6’2/17
8344:  10÷17÷96=5/816
8345:  78x(3/21÷38)=39/133
8346:  70x52/27x23=3100’20/27
8347:  (74/32÷75)+98=98’37/1200
8348:  79÷(19+80)=79/99
8349:  (31/49÷18)/100x85=527/17640
8350:  50/5÷(52x68)=5/1768
8351:  (72÷91)/63÷63=8/40131
8352:  97+(32÷30)=98’1/15
8353:  5+57/6x5/7=11’11/14
8354:  61x98÷21/94=26758’2/3
8355:  94/61+(54x19)=1027’33/61
8356:  75+37÷43=75’37/43
8357:  61÷12+82=87’1/12
8358:  80÷23x65=226’2/23
8359:  49+80x30/99=73’8/33
8360:  28+52-74=6
8361:  94/94x(23/99x82)/3=6’104/297
8362:  27/91+(6+51)=57’27/91
8363:  86/40+(26x65)=1692’3/20
8364:  53+(3x92)=329
8365:  48÷(47x94)=24/2209
8366:  15x17-96=159
8367:  54+(39+78)=171
8368:  29x(86-60)=754
8369:  61/12x(56+52)=549
8370:  47+(58/18x100)=369’2/9
8371:  87÷95÷88=87/8360
8372:  (13+94)/78x1/16=107/1248
8373:  (45/21+96)÷83=1’106/581
8374:  34x67÷80=28’19/40
8375:  21+37x63=2352
8376:  28+(50+31)=109
8377:  (63+60)÷53/18=41’41/53
8378:  (27÷80)+47=47’27/80
8379:  (68+66)/98+67=68’18/49
8380:  (57x52)÷31/98=9370’2/31
8381:  (58x72)/74x57=3216’24/37
8382:  (65+8)/69+15=16’4/69
8383:  20÷(78÷17)/53=231’1/39
8384:  97+47/49x86=179’24/49
8385:  (36x48)x42/62=1170’18/31
8386:  (90x80)-86=7114
8387:  93-(54-29)=68
8388:  66x83+60/39=5479’7/13
8389:  (93x48)÷50=89’7/25
8390:  (43/60x100)÷78=215/234
8391:  42x(82÷99)=34’26/33
8392:  85x23x9=17595
8393:  10+(63+32)=105
8394:  96÷10÷94=24/235
8395:  17÷79+12/31=1475/2449
8396:  53-65÷40=51’3/8
8397:  44x(92-20)=3168
8398:  (32x92)÷43/63=4313’13/43
8399:  4+(10/49x76)=19’25/49
8400:  53÷94x18/99=53/517
8401:  74÷(80+30)=37/55
8402:  59÷45+7/3=3’29/45
8403:  (85-65)÷32=5/8
8404:  7+(85/21÷8)/14=7’85/2352
8405:  (49÷34)-29/94=1’106/799
8406:  36-16/63÷57=35’3575/3591
8407:  32x65+64=2144
8408:  (52+26)÷55=1’23/55
8409:  54/26÷(74+68)=27/1846
8410:  (10/69+97)x70/58=117’488/2001
8411:  99+(1÷62)=99’1/62
8412:  (31x91)x22/46=1349’4/23
8413:  39x50/62-24=7’14/31
8414:  23x(58÷51)=26’8/51
8415:  (9÷6)x62/44=2’5/44
8416:  (24x76)-25/58=1823’33/58
8417:  77x6÷8=57’3/4
8418:  59x33x97=188859
8419:  82÷(91x46)=41/2093
8420:  (40÷99)x6=2’14/33
8421:  (83x10)+23=853
8422:  (7+86)+81/36=95’1/4
8423:  (11+18)x25=725
8424:  51÷82x49/66=833/1804
8425:  (18÷10)/51x57=2’1/85
8426:  9÷57x96=15’3/19
8427:  21/46+95-10=85’21/46
8428:  74+36/67+5/84=74’3359/5628
8429:  53/32x83x16=2199’1/2
8430:  (47x99)-48=4605
8431:  13+24x64=1549
8432:  65/61+(18x7)/6=22’4/61
8433:  34/6÷(82x73)=17/17958
8434:  66÷75x32=28’4/25
8435:  45+31-60=16
8436:  57/80x17/93÷50=323/124000
8437:  83÷98/37x18=564’3/49
8438:  8x(32x37)=9472
8439:  (33÷92)/100÷24=11/73600
8440:  24+26÷6=28’1/3
8441:  (62-25)/51+7=7’37/51
8442:  (2÷61)x16=32/61
8443:  (16/40+84)+54=138’2/5
8444:  15-(98+17)/43=12’14/43
8445:  86+(93÷94)=86’93/94
8446:  (89x58)/36-7=136’7/18
8447:  78x(51/16x72)=17901
8448:  70+38+29=137
8449:  75÷16x30=140’5/8
8450:  94x67-43=6255
8451:  (94÷10)+94=103’2/5
8452:  46x(45+46)=4186
8453:  (99-53)x23=1058
8454:  2÷(93÷74)=1’55/93
8455:  78x9-82=620
8456:  94÷88x63=67’13/44
8457:  87+98÷37=89’24/37
8458:  (12+29)/77x47=25’2/77
8459:  90÷(83+19)/32=28’4/17
8460:  14+(73/9+16)=38’1/9
8461:  (43-39)+82=86
8462:  33÷(41+62)=33/103
8463:  (81÷55)÷34=81/1870
8464:  78÷70-35/38=257/1330
8465:  13/16÷(62x27)=13/26784
8466:  84x(1x26)=2184
8467:  87/90÷97x87=841/970
8468:  93+(60+64)=217
8469:  48x(31+95)/76=79’11/19
8470:  91x(57÷50)=103’37/50
8471:  (6x81)+79=565
8472:  (52÷41)x6=7’25/41
8473:  33+59/59÷61=33’1/61
8474:  51-22/30x60=7
8475:  (19-9)/41÷39=10/1599
8476:  (55-45)÷81/25=3’7/81
8477:  84+16-4=96
8478:  84+45/14x68=302’4/7
8479:  81x26x71=149526
8480:  40+95/32+69=111’31/32
8481:  91-(53÷31)=89’9/31
8482:  50+91x30=2780
8483:  99x81-12=8007
8484:  46x(13÷16)/43=299/344
8485:  (63-18)x90=4050
8486:  (41÷12)x91/84=3’101/144
8487:  41÷(72÷93)=52’23/24
8488:  (92/92+71)-23/79=71’56/79
8489:  (62+49)x19=2109
8490:  30÷26÷90=1/78
8491:  (83x3)/30+35=43’3/10
8492:  100x(6x55)=33000
8493:  42÷(41÷29)/74=2198’14/41
8494:  (74/1+25)+64=163
8495:  35x72+36=2556
8496:  65-26+65=104
8497:  93x(14+62)=7068
8498:  15/67÷73+24/73=1623/4891
8499:  58÷43+100/9=12’178/387
8500:  27/11+12x24/63=7’2/77
8501:  42/52÷(24+32)/32=6/13
8502:  60-(11/61+99)/56=58’391/1708
8503:  82/99+(20+56)=76’82/99
8504:  45-2-20=23
8505:  49÷(45+39)=7/12
8506:  (22+15)-67/60=35’53/60
8507:  (65/94÷58)+81/38=2’14865/103588
8508:  68+(10+26)=104
8509:  30+36x56/8=282
8510:  29x(63-26)=1073
8511:  19÷66x91=26’13/66
8512:  (80x98)÷3=2613’1/3
8513:  69/97+(100x53)=5300’69/97
8514:  2x57x12/13=105’3/13
8515:  52÷(50+57)=52/107
8516:  34+(62/79+70)=104’62/79
8517:  (36-13)+23=46
8518:  73÷100÷81/71=5183/8100
8519:  72x45/56÷98=405/686
8520:  42-24+87=105
8521:  42x72-6=3018
8522:  91÷(77/98x62)=1’296/341
8523:  97x42-91=3983
8524:  31x18x31=17298
8525:  (20/9÷17)/17+71=71’20/2601
8526:  (47x65)+80=3135
8527:  84÷(11+95)/13=10’16/53
8528:  26x24+46=670
8529:  (9÷70)÷51/10=3/119
8530:  80÷(92-43)=1’31/49
8531:  78-18÷7=75’3/7
8532:  (54x12)x51=33048
8533:  94x67x71=447158
8534:  58+45-2/49=102’47/49
8535:  (34+83)-68=49
8536:  74÷(47+12)/53=66’28/59
8537:  51÷(44÷33)=38’1/4
8538:  (22/44x32)x53=848
8539:  83x(30÷45)=55’1/3
8540:  33x95÷68/64=2950’10/17
8541:  69x(97x77)/45=11452’7/15
8542:  (10÷51)x19=3’37/51
8543:  26x(83÷32)=67’7/16
8544:  (61÷68)x99=88’55/68
8545:  (9+15)x33/47=16’40/47
8546:  (20/68x78)-8=14’16/17
8547:  (14÷28)x72/28=1’2/7
8548:  (94-58)/70x2=1’1/35
8549:  47÷45x89=92’43/45
8550:  43-17÷51=42’2/3
8551:  33x(3+17)=660
8552:  (96-94)÷72=1/36
8553:  (62+36)x22=2156
8554:  6+95÷54=7’41/54
8555:  75/48-(58/58÷62)=1’271/496
8556:  11/10x58÷85/100=75’1/17
8557:  97÷(80x69)/39=1261/1840
8558:  73/72÷97÷53=73/370152
8559:  (85x5)x35/93=159’88/93
8560:  2-(7÷70)=1’9/10
8561:  (24+12)/94÷15=6/235
8562:  (57÷87)+98=98’19/29
8563:  96-86÷88=95’1/44
8564:  8x(44÷69)/11=32/69
8565:  (96+96)x26=4992
8566:  (58÷28)x88=182’2/7
8567:  (42x40)x76=127680
8568:  96/32+85/35+96/91=6’44/91
8569:  84x20÷27=62’2/9
8570:  (41x13)/71÷33=533/2343
8571:  67+(5x70)=417
8572:  37x58-38=2108
8573:  (11x10)x50/43=127’39/43
8574:  90÷50x44/9=8’4/5
8575:  59+13x84=1151
8576:  25÷100+81=81’1/4
8577:  44+53+42=139
8578:  58x(8÷45)/50=232/1125
8579:  (69/27+43)x88=4008’8/9
8580:  (83-82)x43=43
8581:  5÷57x39/83=65/1577
8582:  (10/21x39)x40=742’6/7
8583:  84-40+87/98=44’87/98
8584:  49+74/58x7=57’27/29
8585:  34+33/30x31=68’1/10
8586:  (63x35)x16=35280
8587:  (19÷45)x37=15’28/45
8588:  63-2/45x61/92=62’2009/2070
8589:  (89x78)-59/72=6941’13/72
8590:  40/23+(84+66)=151’17/23
8591:  91÷45+57=59’1/45
8592:  2+(4+9)/14=2’13/14
8593:  79/76÷58+55=55’79/4408
8594:  73+95+92/41=170’10/41
8595:  85/19+85/91+17/57=5’3662/5187
8596:  91+44x25=1191
8597:  38÷72÷43=19/1548
8598:  17-66÷77=16’1/7
8599:  7x(15+63)=546
8600:  80÷42/59-75=37’8/21
8601:  (61+65)+19=145
8602:  (63+75)+62=200
8603:  50x(45÷75)/39=10/13
8604:  10+(100+73)=183
8605:  (74÷22)+80=83’4/11
8606:  (51x90)+85/10=4598’1/2
8607:  29+(37/79x77)=65’5/79
8608:  58x41/50x30=1426’4/5
8609:  48+86x60=5208
8610:  (76x28)÷33=64’16/33
8611:  68+(25x20)=568
8612:  29÷(86-52)=29/34
8613:  51x(88-42)=2346
8614:  3÷(65+42)/82=2’32/107
8615:  94/93÷12x76=6’112/279
8616:  73÷59÷77=73/4543
8617:  21+41+42=104
8618:  38÷(87/9+68)=114/233
8619:  78÷(48-16)/98=238’7/8
8620:  35/90÷65x77=539/1170
8621:  (87÷55)x39=61’38/55
8622:  26+(84x20)=1706
8623:  (82x49)÷34=118’3/17
8624:  79÷(15/83+75)=1’317/6240
8625:  69+(75+34)/46=71’17/46
8626:  (99x33)+87=3354
8627:  36-69÷26=33’9/26
8628:  72+19+70=161
8629:  96-2+18=112
8630:  100-24/27÷81/28=99’505/729
8631:  49x(20÷1)=980
8632:  84x(71/29x21)/81=53’83/261
8633:  78x69+68=5450
8634:  3x79÷15=15’4/5
8635:  40+40x17=720
8636:  59-63÷53=57’43/53
8637:  21x53-71=1042
8638:  (92+52)÷18/28=224
8639:  17÷(50+68)=17/118
8640:  (65+33)/67+48/83=2’228/5561
8641:  (77÷49)x86=135’1/7
8642:  98÷(75x63)=14/675
8643:  (17÷38)x60=26’16/19
8644:  18/87÷(64+14)/13=1/29
8645:  18x17/5+12/24=61’7/10
8646:  (23+96)-37/23=117’9/23
8647:  90x16x39=56160
8648:  82x(64÷60)/10=8’56/75
8649:  15-51÷37=13’23/37
8650:  7+8/91x1/54=7’4/2457
8651:  56/55-43÷66=11/30
8652:  27÷(54÷11)=5’1/2
